,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,client_id,path,sentence,up_votes,down_votes,age,gender,accents,variant,locale,segment,accents_cleaned,probs
96506,481071,481071,481731,1231857,221c834317ce3121809e7a68ecb68dbe9f79584adbce2df28daaf8cec3da3584004bf00721a342111c75f20eae881f7e738137986dd411f4928f1e1a423244c5,common_voice_en_28214864.mp3,"The following year, he won his first European title.",2,0,twenties,male,United States English,,en,,usa,0.467988270004379
35776,177990,177990,178156,675295,c6d7188e8341684a6a559c901415673164000023989a187b3cf03acd18141c8e5cc402e81117324da8368e44a332ee738d648a426d7698d4db5b4eb5df227a81,common_voice_en_39638.mp3,"You can't go any farther, one of them said.",3,0,thirties,female,United States English,,en,,usa,0.467988270004379
114240,569714,569714,570374,1374788,0b314d9ca80d269e1b54c59e707016c3a448cba874b7da2401a274fe9c28fd96525835ee0c706fef2fa898d77399ee70b82d4d9bbf67e52f05ea6dfcd25bff94,common_voice_en_17887470.mp3,Coax a young calf to drink from a bucket.,2,0,fourties,male,United States English,,en,,usa,0.467988270004379
3679,18681,18681,18711,177169,723cdf6e1ed540a06f727bde74328cd2cf86f028d3faeab1a873b769855cbe1c034b2a357bd730b14451d52835377aa18cd5260738f1a3ecce9ba56c986f7b04,common_voice_en_28762264.mp3,The new studios are located at Place Bonaventure in Downtown Montreal.,2,0,,,Canadian English,,en,,canada,0.0746899938847759
37681,187314,187314,187480,700444,66aa190effe1fea6b63286ab17d78af94ca2ba178fa4fa24637c806cebe8ed079697a60f5321da671d55120fb7f61885ed9cf25c39d9b0ddc3b50dc2f9ec97e4,common_voice_en_22138842.mp3,zero,2,0,sixties,male,Canadian English,,en,Benchmark,canada,0.0746899938847759
11404,57000,57000,57114,346496,6f98fe32e3f1bfeaad8a52bc00dda3d7ff541c6938a0416a92ceb83b86645c199a08a43bec3f383478a9999d745d4368870433a119503c77aa4e02200c1db963,common_voice_en_17255529.mp3,"Charles looked on, angry that there was nothing he could do.",2,0,fifties,female,United States English,,en,,usa,0.467988270004379
51816,258020,258020,258304,847186,892d7b5085f638ba732ad7e15a8436c70a692b92c6a8e58a192554805abdb740bad79a43fc6ad545eb6f76f097f07037859c3f0ade2d2de55689f193c0953add,common_voice_en_653240.mp3,"You dominated those horsemen with the way you looked at them, he said.",4,0,fourties,male,United States English,,en,,usa,0.467988270004379
27543,137208,137208,137374,581607,c0f506445b2c319ada40f09e2e0228b176106f6898c7472697d7c733de967f7ade2227cec25ac8ed541ee6559f68571fd339430140ac1abd32dbc6fe6399560e,common_voice_en_482094.mp3,This is for you.,3,0,twenties,male,Australian English,,en,,australia,0.0562383584134121
150598,752248,752248,752908,1652348,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,common_voice_en_20863037.mp3,"He was succeeded as Duke of Westminster by his grandson, Hugh.",4,0,fourties,male,"German English,Non native speaker",,en,,germany,0.0489600927369266
152563,762435,762435,763095,1664712,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,common_voice_en_22341446.mp3,The county has been largely rural and devoted to agriculture.,4,0,fourties,male,"German English,Non native speaker",,en,,germany,0.0489600927369266
32526,161782,161782,161948,639577,3593fe5ffe22c1ebf0257490b31075d6f95f6432c6762cdf49becf379d00d6991c7d295a7d4e7cf5ed69d6b555124e99288587c2fab01a27a0a8205418c2fe67,common_voice_en_20017313.mp3,"Git Up, Git Out was released in October.",2,0,fifties,female,England English,,en,,uk,0.1847397710429457
79104,394732,394732,395392,1091161,645e46f7b88a047d85a99b9eb6e40cf40044773e81fdf789e6572fda72814cb347fe5acb3baf183f5287db08352db34b8ee9f61748002dcb2506cd331eab47ca,common_voice_en_19944682.mp3,The peculiar practice of offering food of the deity is also famous.,2,0,fifties,female,United States English,,en,,usa,0.467988270004379
135322,675731,675731,676391,1545743,ab72e9ab22713aec03a3189202a0713e56016ea07569b3041fcd65d77c9eb3f8c692f7ccaec75c16bbc62476d528f434d829193994cf07fcde9e3b1e4a2fa93a,common_voice_en_18745730.mp3,The fighting started in March when a Hosokawa mansion was burned.,2,0,sixties,male,United States English,,en,,usa,0.467988270004379
89729,447737,447737,448397,1176787,c977d33bca3a08066369f008752ff9bee597525b59dbb35e8a279c73f06c25789cc24766f3018e6965cec0ab528179151d70bade91fb2cbfe3cbdfe45abb1bc0,common_voice_en_18852019.mp3,"In the circlet are precious stones such as spinels, zircons, and pearls.",2,0,twenties,male,United States English,,en,,usa,0.467988270004379
117207,584229,584229,584889,1391228,63a4e47b6d3cfd98330c334e868d3c41685834cfec2c5c38865472410ca2fe8e204cf0758be426b09c7785bddf1354610f63dd1d2ef4e4eac6e23e1455235417,common_voice_en_27303986.mp3,The remainder of the interior floor is relatively level.,2,0,twenties,female,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
79922,398501,398501,399161,1097716,005ce52c025b621f7942751c3dd418f0e7d1e9f55b54278d16c3b853e2a8af9771892aad1021e772b06805b5e487d89cc7a2ec86ae94d86dc936e12679eb9a87,common_voice_en_24993818.mp3,The president called for an end to all public disputes.,2,0,teens,female,United States English,,en,,usa,0.467988270004379
225,1102,1102,1108,15408,bc96a4bd75d006224a4325a2df3c401a01e2442d7c6c9c6a18249d4bd499ff25199cb823224c91110ebbc3302c20396f4d9e6b3446336ee475b0032f4c65b009,common_voice_en_627540.mp3,There's nothing more we can do tonight.,2,0,sixties,female,United States English,,en,,usa,0.467988270004379
73759,367552,367552,368212,1045416,6982271311c90e9d501c7aace2c5604633fb7263a0fbebf4a824a4283c97a2b1235f0f58132d7310aa4fd2a3e1bd87fc9cbd1ae0b8e3a364a7240a1b5e34434b,common_voice_en_35299916.mp3,Last stands loom large in history due to the pull on popular imagination.,2,0,sixties,female,United States English,,en,,usa,0.467988270004379
121754,607047,607047,607707,1419482,b5c9bb77e34f76e3130ba662c4ca78975345e97102b27b4b0fa1c4e4780e078d0487746e577e24531eb5370dd51cb466d469a66dfc378b61001c198fcf9c8756,common_voice_en_31988255.mp3,The Garden Museum run weekly gardening sessions for local residents in the gardens.,4,0,teens,female,United States English,,en,,usa,0.467988270004379
33507,166561,166561,166727,650426,ddc5645a7de21b938f1e4d5e94b4a2700ccfb0ae366102401ce5e6b6507a3fd2f6bb1366b7af380cc7d5ed2ac7f43be0ec4f4b26ed2dea4e62e36aaf302f82ae,common_voice_en_602754.mp3,Now get right up on the seat there.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
19578,97984,97984,98122,475833,461fee6ff72866b4e9f53f7390e4b8aead698eab436dac595538c6ca83e735e7902449f1dec1857e5195a3de038da15e172408a8f8c2004ee983c72d5fdd66fc,common_voice_en_11292631.mp3,Men strive but seldom get rich.,2,0,fourties,male,Scottish English,,en,,uk,0.1847397710429457
84506,421430,421430,422090,1139887,147cef3bfa8142de3dc7a5b62947206656eb1abe9723c9093ef0f4b38475c7e60cbee28ae05cc7df663e39a08f466a48aa704b0c55bb6f39aa4a2d3da6d57ca0,common_voice_en_21926076.mp3,"The more strands and beads a necklace has, the more valuable it is.",2,0,twenties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
80613,401989,401989,402649,1103562,b8f3f43a6dc3d1619720569fa59e7065ab99c2b26a7c98d17f53178289badd79eb2be4abd6cfb2e15b46e447e53d773d8045c0928fc340b575ff1c0199ac99a4,common_voice_en_19856942.mp3,Rivera remained completely absent from any wrestling-related activity for several months as a consequence.,2,0,thirties,male,Canadian English,,en,,canada,0.0746899938847759
39974,199172,199172,199338,727895,2c47c7456effeeddcc84487ca9c8bfba8acbf5568b117457614480744f94e7661e900b6197fd9d01ce0051ec5af894327ec0a8b6e2349e9b35e2b20865a1208e,common_voice_en_587893.mp3,The wrist was badly strained and hung limp.,2,0,fourties,male,Canadian English,,en,,canada,0.0746899938847759
34231,170178,170178,170344,658093,f15bee35fc667f9330a2e66aeab20da84651d337d04975b6f4a8e4bf31679bd5a5bef81fb077bf6a56efca3ff612aeed3bfa64718070e0e2b0dfe06fdfa2f08b,common_voice_en_22168274.mp3,"For Babe, Paley offered wealth, security, and worldliness.",2,0,thirties,male,"Southern African (South Africa, Zimbabwe, Namibia)",,en,,"Southern African (South Africa, Zimbabwe, Namibia)",0.0097766985705184
87354,435891,435891,436551,1160220,2cabcb2c2e02e505f4c252aea1dda5bce10e9e995ec97f6bf2191ae07e171124bc12b9994309ff0fae3c8cc0823f96c715ede068c5e0b9ab0816ffe3fffbaa79,common_voice_en_24174753.mp3,"Snoop Dogg himself however, does not appear nude or perform any explicit acts.",2,0,twenties,male,United States English,,en,,usa,0.467988270004379
155673,778060,778060,778720,1683786,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,common_voice_en_30616812.mp3,Her graduate supervisor was Tak Wah Mak.,4,0,fifties,male,"German English,Non native speaker",,en,,germany,0.0489600927369266
106826,532699,532699,533359,1316236,90295c02b177679e5f97729c8abc0128f1a7d045e94c2c30385a0d3f88bb3d18e900a7949ade79cbe1588a4d56fe0dd3f7c0a13f31c444b108e87d1739a69b8a,common_voice_en_26220512.mp3,This is going to the director and of course to the parents.,2,0,thirties,other,Canadian English,,en,,canada,0.0746899938847759
50520,251256,251256,251540,833539,d8041f60891bbf113ce23071e6e982e5c3ab9fd5c5d221d9aaefb45aca44b459c26f06f6830250b4736c021b0b219b4ced1c17d2e894b3636574a276cb9fcad4,common_voice_en_24707909.mp3,"The lumbar vertebrae help support the weight of the body, and permit movement.",2,0,teens,female,United States English,,en,,usa,0.467988270004379
59403,296375,296375,296777,920043,192e47bdbde2bb6217c0d19214f75e1ebcfc4b5f287cf18d924b6001ad77e1fdf1f82b0b3cfb6f250a0b3f5a2025e6cc5c0403184b16823cf3199c54005bd141,common_voice_en_20767111.mp3,"This never took place due to the delayed availability of the ""Antrim Princess"".",2,0,thirties,female,Canadian English,,en,,canada,0.0746899938847759
63868,319004,319004,319406,960578,d651f6b4070286259b1baf8fddf8f464a0b291897eb6a50b4b106fcfa259c9760e10181f8ae1a09edfd78bdda95d7b2adf7ddc4482a118342b6278f2794e9532,common_voice_en_17746.mp3,Especially with an election coming up in a few days.,2,0,thirties,male,Hong Kong English,,en,,china,0.0043547034243978
143169,714703,714703,715363,1611287,d7b8bd57a847b9f6a92eb975f2fe0a8686ee95a9e71b0168d5ee36090c94b373186a93d864491807465a14b0cb0cd867c6a52509095f73cb3c58490f0fb7f149,common_voice_en_27882959.mp3,"The effective rate of fire is determined by cooling, not action speed.",2,0,thirties,male,England English,,en,,uk,0.1847397710429457
43192,215061,215061,215227,762089,5b0d0a38da5e9dc835b0f8efc1096071d74a10b2472c88e4f0c320b26cf5df0cad248e3d9021e3dad6a04abcf4f864ee2aaba74bc024ae2df3d5c68ccc452031,common_voice_en_25759594.mp3,"Imperial Airways flying boat service to Foynes, Ireland also used the facilities.",2,0,teens,female,United States English,,en,,usa,0.467988270004379
94450,470784,470784,471444,1213221,fce08c366ebddbe5883c35b6ebee2779fe3568376f0631e59d2d80fd6b150f603373e3be1d776f91345470d2acddc884d9f4fee0e68474aaa6ea023ef1b6a1e5,common_voice_en_17387621.mp3,"Oh, I think you are right.",2,0,twenties,male,United States English,,en,,usa,0.467988270004379
150761,753009,753009,753669,1653266,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,common_voice_en_20920340.mp3,The engine had been scrapped because of damage caused by ingesting a bolt.,4,0,fourties,male,"German English,Non native speaker",,en,,germany,0.0489600927369266
57109,284673,284673,285075,899724,6ac4fcb22fae3e0991915bd4c138deaa7833382affb9b9b84f6eebbb6bdbe39584bc2ae5bc0ba73220e409321f7a5b41e42c3d5130e6d6e5eaeca9f9ee6febd2,common_voice_en_18870402.mp3,"Capacitive touch sensing solutions are solid state, making them more robust than resistive solutions.",2,0,twenties,male,United States English,,en,,usa,0.467988270004379
156637,783172,783172,783832,1689114,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,common_voice_en_36940842.mp3,This tune borrows some melodic riffs from traditional songs.,2,0,fifties,male,"German English,Non native speaker",,en,,germany,0.0489600927369266
94611,471543,471543,472203,1214023,9a92ef4de29365d47917bd7d297e8e076a3c00df1ce49f96926bbc10f7a2c9d91ea9772ca58555d20c5e492a637a738b96768ad3b69e318f465af05c74e20aa4,common_voice_en_23916110.mp3,Many of these professionals have made noteworthy contributions to humanity and their respective professions.,2,0,,,England English,,en,,uk,0.1847397710429457
109154,544350,544350,545010,1331735,f55a837f1dcff9be74f291521ca3af019920f9357bf0219e7d7c64ba1861024bc6da68f471fe5f82d227f06cdd67fb6af1b455203d4ab66f72ca85b19ce29eef,common_voice_en_35031554.mp3,Iron working slag was discovered within the monastic precincts.,2,0,thirties,female,United States English,,en,,usa,0.467988270004379
27532,137165,137165,137331,581561,c033a40de471f73f610c8a4a9b8ff4095b320a298f9e9b1e5a5173c3d0a4a3087ffdb04b1e62a2ab553b1aed63ccea506adc67466fcb00a08436c317894b52ec,common_voice_en_19190441.mp3,The Truth was written and produced solely by Prince.,2,0,fourties,male,United States English,,en,,usa,0.467988270004379
84444,421157,421157,421817,1139155,2870ef921dc576582eec59b3d77fb97a57db3ae0118a38697842e3d6bde61fcc85d17a16e67bc893f299d78c69f1ad71238474580cddb159d35a1f215fb4da2b,common_voice_en_21312317.mp3,There is little consensus regarding the origin of the name Belle Chasse.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
25542,127344,127344,127510,558680,e0307f26075be693238ab949c47f89c7d6c67ca6bc4aa7f9124f6962cf00c47ac10b5551298444a0c2d2c7d12edfadbecee8409bd0af06d49c317260d73c4a79,common_voice_en_19638834.mp3,The town is in the Southern Tier region of New York.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
75558,376748,376748,377408,1062444,50e2a14fec779b81bf1ace469e2c351afb6fe78c87dceec999138ed220fac30006cefc5e63252683c5b3ac5df27d3861d31066f8ac4dc294d8b1c12a35c2fa8a,common_voice_en_35028122.mp3,"The family requested a black officer, which the police department was able to provide.",2,0,twenties,male,Nepali,,en,,nepal,0.0003829994216708
64070,320054,320054,320456,962358,2f561cb0b97147db51bc0ad72c0fab191a48ce2aab48a4be4f9f1496c67f7e2d8c05ea3d0625c1a28a04e0f3df3401d69ff4f85f9415cfb5f68ff45dd1370488,common_voice_en_21090895.mp3,"Therefore, the most common symbols use the shortest codes.",2,0,twenties,male,Canadian English,,en,,canada,0.0746899938847759
126887,633064,633064,633724,1469396,ac6c32f959398d495a2bd3ff3a6d7b3dc0f9700ded23aef5f248bc799b3210e84b90cf8eaca63f0bd7caad7fd8d2f1914223a32a39085381242d0f0b0411ce5d,common_voice_en_18446561.mp3,"No, no, Gussie, old man.",2,0,sixties,male,England English,,en,,uk,0.1847397710429457
155948,779561,779561,780221,1685392,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,common_voice_en_31747731.mp3,He committed to Bradley over offers from Wofford and Florida Gulf Coast.,2,0,fifties,male,"German English,Non native speaker",,en,,germany,0.0489600927369266
22642,113027,113027,113193,520406,27b07b2f27e7a48ac67c9bf52ae90c93a9e93069696b36014e109982958521654ac5bc7e5aebe8e15c26b30136ae5effb29325a9672a94880ba25d171f9137a7,common_voice_en_33319.mp3,"Sometimes it's better to be with the sheep, who don't say anything.",3,0,fifties,male,England English,,en,,uk,0.1847397710429457
124024,618548,618548,619208,1445140,f0ea206776edd98e6ab41801393839be2d3a3508647336452079b21ddc3ed6eafddd8489e7a79cf149c48136862b49b77c412f7721653750f051aa12c2858e0b,common_voice_en_20446139.mp3,Rasmussen's early research investigated South American seabirds and fossil birds from North America.,2,0,thirties,male,England English,,en,,uk,0.1847397710429457
4950,24903,24903,24951,211154,fed050661f72046b78e29be46770b4cfb3f562b1732f14db0473b42d53f471565e2b7837eecdc26e1839e75f0b3bf166a961e7694ec8884e8b50396e8f6fc214,common_voice_en_27406037.mp3,Pettkus and Becker had lived together as husband and wife for almost twenty years.,2,0,teens,male,United States English,,en,,usa,0.467988270004379
10457,52246,52246,52360,329353,228d0ff37ef3656c0a469feb17a26feeac579bd0ac1243de5b4230855a3e673856ecfc3a8daf74bc281d1989644ffdb6bb19f7e8a63fb85eb6212b34360218cc,common_voice_en_25220449.mp3,Other donors who have given millions to the Foundation include investor Peter Thiel.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
115619,576544,576544,577204,1382544,49518b0d6dc530fcb03351c761b8b69aba18a29400ec4510ccfc214f1905114cc6fb992128c51bbba73e54db9cb9e534446ebc5f27748ea922d1913e0635ac2e,common_voice_en_22396848.mp3,"Notably, Captain Atom led the team in an invasion of Bialya yet again.",2,0,thirties,male,United States English,,en,,usa,0.467988270004379
87849,438369,438369,439029,1163438,35ee6eb56ad5081dcb8f3fd64fae3d9df7c2e072bfb73a5d954a9892c7cc1f01a9361b978ee94b09048d1ed4e8e6d858358ddbbc075f8fe8eddf2ec34a6597fd,common_voice_en_28868249.mp3,"His parents were Thomas Williams and Cecile Campeau, of Detroit's Campau family.",2,0,eighties,male,United States English,,en,,usa,0.467988270004379
34083,169444,169444,169610,656429,9014378cff103f864390a5e00ba20686e4a8db365ab9d4043559420a46bcbaf55df81d67b68bd2578c5efd8d097e657ae8552946782b04ad8eef31bf2db4d77f,common_voice_en_670948.mp3,Just as your grandfather taught you.,3,0,teens,male,United States English,,en,,usa,0.467988270004379
64516,322190,322190,322592,965818,f9676e69f82d014e2881ac543defb5bdd17226e56929dc7c6240c51923f15e6cd0224448463e61b80dc1dc54da8bdb99af350e3f4918de656d114ced22dafa26,common_voice_en_661134.mp3,Helium makes your voice high pitched.,2,0,fourties,male,United States English,,en,,usa,0.467988270004379
124646,621647,621647,622307,1450997,f4515060e7f480a24c0778e8f3d5d1d286ed616552851a6c3c9c6aee7303d249fbffd910c70869b7620fc33b38c8b618b934eeea78ef4cde3c1be1566b44501e,common_voice_en_25960721.mp3,Lecco is located in the Po Plain region.,2,0,,,United States English,,en,,usa,0.467988270004379
48734,242386,242386,242552,813978,1ef414c9abc5c39e7e5c135c9de36bbfd009f3e14be0d3e05cb0a36d07e60576d86def828d8c976460126dddc1a1bacfaa469b11a421c813d5443a33e198c66b,common_voice_en_21962999.mp3,I feel that I've gotten past it.,4,0,,male,United States English,,en,,usa,0.467988270004379
14754,73962,73962,74076,401393,6ada5f8923fc0316ae06ccc7abe7b68f67ec0b84a2c05a1c897edf671a05f924508f2fbd6ccc57bab14e01d150dc907125322a8c85e5d216a714012c7deed8de,common_voice_en_22134479.mp3,three,3,0,twenties,male,"Southern African (South Africa, Zimbabwe, Namibia)",,en,Benchmark,"Southern African (South Africa, Zimbabwe, Namibia)",0.0097766985705184
